,level_0,index,Student_ID,Gender,Country_HDI,Country_HDI.fin,Certif.bin,age,iteration_quest,Exam.score,Exam.bin,Assignment.score,Assignment.bin,Quizz.1.score,Quizz.1.bin,Quizz.2.score,Quizz.2.bin,Quizz.3.score,Quizz.3.bin,Quizz.4.bin,Quizz.4.score,Quizz.5.bin,Quizz.5.score,Intro.MOOC,Prez.sem.1,S1.L1,S1.L2,S1.L3,S1.L4,S1.L5,S1.L6,Prez.sem.2,S2.L1,S2.L2,S2.L3,S2.L4,S2.L5,S2.L6,Prez.sem.3,S3.L1.1,S3.L1.2,S3.L2,S3.L3,S3.L4,S3.L5,Prez.sem.4,S4.L1.1,S4.L1.2,S4.L2,S4.L3,S4.L4,S4.L5,Prez.sem.5,S5.L1.1,S5.L1.2,S5.L2,S5.L3,S5.L4,S5.L5,Post.forum.0,view.forum.0,Post.forum.1,Post.forum.1.2,view.forum.1,view.forum.1.2,Post.forum.2,Post.forum.2.2,view.forum.2,view.forum.2.2,Post.forum.3,view.forum.3,Post.forum.4,Post.forum.4.2,view.forum.4,view.forum.4.2,Post.forum.5,Post.forum.5.2,view.forum.5,view.forum.5.2,last.video,last.quizz,view.forum.fonc.cours,Post.forum.fonc.cours,Assignment.choice,iteration_effec,Nb_Quizz_Realises,Nb_Videos_Visionnees,HDI,status
783,783,783.0,12134.0,un homme,TH,TH,,,1,,0,,0,17.0,1,20.0,1,,0,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,,,,1,2,11,TH,disengaging_learner
784,784,784.0,16746.0,un homme,TH,TH,,,1,,0,86.0,1,13.0,1,20.0,1,16.0,1,1,20.0,0,,,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,4,,,,1,4,4,TH,
785,785,785.0,14740.0,un homme,TH,TH,,,1,,0,72.0,1,14.0,1,20.0,1,19.33,1,1,17.0,1,14.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,35,5,,,,1,5,29,TH,
786,786,786.0,15861.0,un homme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,TH,
787,787,787.0,13484.0,une femme,TH,TH,,,1,,0,76.0,1,17.0,1,18.0,1,14.0,1,1,20.0,1,20.0,,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,35,5,,,,1,5,5,TH,
788,788,788.0,16170.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,,1,0,6,,disengaging_learner
789,789,789.0,14179.0,un homme,TH,TH,,,1,,0,0.0,1,13.0,1,16.0,1,15.33,1,1,14.0,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,34,4,,,,1,4,21,TH,
790,790,790.0,19584.0,une femme,H,H&M,,,1,,0,,0,18.0,1,20.0,1,,0,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,,,,1,2,11,I,disengaging_learner
791,791,791.0,18064.0,un homme,TH,TH,,,1,,0,77.0,1,18.0,1,20.0,1,20.0,1,1,20.0,1,20.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,35,5,,,,1,5,30,TH,
792,792,792.0,17500.0,une femme,TH,TH,,,1,,0,0.0,1,16.0,1,20.0,1,20.0,1,1,19.0,1,17.0,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,,,,1,5,12,TH,
793,793,793.0,15409.0,un homme,TH,TH,,,1,,0,89.0,1,16.0,1,20.0,1,18.0,1,1,20.0,1,19.0,,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,22,5,,,,1,5,5,TH,
794,794,794.0,11360.0,un homme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,,,1,0,3,TH,disengaging_learner
795,795,795.0,13188.0,un homme,TH,TH,,,1,,0,,0,15.0,1,20.0,1,,0,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,2,,,,1,2,17,TH,disengaging_learner
796,796,796.0,19325.0,un homme,TH,TH,,,1,,0,65.0,1,19.0,1,20.0,1,20.0,1,1,20.0,1,20.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,1,5,0,TH,
797,797,797.0,18022.0,un homme,TH,TH,,,1,,0,,0,11.0,1,,0,,0,0,,0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,1,,,,1,1,2,TH,disengaging_learner
798,798,798.0,16836.0,un homme,TH,TH,,,1,,0,88.0,1,15.0,1,20.0,1,18.0,1,1,20.0,1,18.0,,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,35,5,,,,1,5,26,TH,
799,799,799.0,19125.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,,
800,800,800.0,13212.0,une femme,TH,TH,,,1,,0,,0,12.0,1,,0,,0,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,,,,1,1,10,TH,disengaging_learner
801,801,801.0,17757.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,,
802,802,802.0,18090.0,un homme,TH,TH,,,1,,0,,0,18.0,1,,0,,0,0,,0,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,1,1,6,TH,disengaging_learner
803,803,803.0,11621.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
804,804,804.0,11592.0,un homme,TH,TH,,,1,,0,,0,16.0,1,,0,,0,0,,0,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,1,1,6,TH,disengaging_learner
805,805,805.0,8814.0,un homme,TH,TH,,,1,,0,0.0,1,20.0,1,18.0,1,20.0,1,1,12.67,1,18.0,,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,,,,1,5,20,TH,
806,806,806.0,16428.0,une femme,TH,TH,,,1,,0,,0,14.0,1,20.0,1,11.33,1,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3,,,,1,3,10,TH,disengaging_learner
807,807,807.0,17691.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
808,808,808.0,6675.0,un homme,TH,TH,,,1,,0,,0,18.0,1,20.0,1,20.0,1,1,18.0,0,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,,,,1,4,6,TH,disengaging_learner
809,809,809.0,12026.0,une femme,TH,TH,,,1,,0,89.0,1,17.0,1,20.0,1,17.33,1,1,20.0,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,35,5,,,,1,5,29,TH,
810,810,810.0,17465.0,un homme,TH,TH,,,1,,0,75.0,1,20.0,1,20.0,1,16.0,1,1,20.0,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,35,5,,,,1,5,30,TH,
811,811,811.0,18325.0,,,,,,1,,0,,0,17.0,1,,0,,0,0,,0,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,1,1,6,,disengaging_learner
812,812,812.0,11491.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
813,813,813.0,11453.0,un homme,TH,TH,,,1,,0,,0,11.0,1,16.0,1,16.0,1,1,20.0,1,17.0,,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,35,5,,,,1,5,26,TH,disengaging_learner
814,814,814.0,13537.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,,
815,815,815.0,1713.0,un homme,TH,TH,,,1,,0,65.0,1,17.0,1,20.0,1,14.0,1,1,20.0,1,15.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,5,,,,1,5,27,TH,
816,816,816.0,10985.0,un homme,TH,TH,,,1,,0,,0,17.0,1,18.0,1,17.33,1,1,20.0,1,20.0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,,,,1,5,2,TH,disengaging_learner
817,817,817.0,18045.0,une femme,,,,,1,,0,,0,11.0,1,,0,,0,0,,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,1,1,1,,disengaging_learner
818,818,818.0,16706.0,une femme,TH,TH,,,1,,0,,0,13.0,1,,0,,0,0,,0,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,,,,1,1,7,TH,disengaging_learner
819,819,819.0,12522.0,une femme,TH,TH,,,1,,0,66.0,1,15.0,1,20.0,1,20.0,1,1,19.33,1,20.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,,,,1,5,30,TH,
820,820,820.0,13392.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
821,821,821.0,15907.0,un homme,H,H&M,,,1,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,I,
822,822,822.0,18559.0,un homme,TH,TH,,,1,,0,,0,15.0,1,20.0,1,17.33,1,1,17.0,1,15.0,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,34,5,,,,1,5,28,TH,disengaging_learner
823,823,823.0,13786.0,un homme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,TH,
824,824,824.0,12219.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
825,825,825.0,13044.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
826,826,826.0,13564.0,une femme,M,H&M,,,1,,0,58.0,1,15.0,1,20.0,1,19.0,1,1,20.0,1,12.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,5,,,,1,5,25,I,
827,827,827.0,13822.0,un homme,M,H&M,,,1,,0,93.0,1,15.0,1,18.0,1,20.0,1,1,19.0,1,19.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,35,5,,,,1,5,25,I,
828,828,828.0,19359.0,,,,,,1,,0,,0,16.0,1,20.0,1,20.0,1,1,18.0,1,17.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,,,,1,5,6,,disengaging_learner
829,829,829.0,12717.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,,,1,0,1,,disengaging_learner
830,830,830.0,16305.0,un homme,TH,TH,,,1,,0,49.0,1,14.0,1,20.0,1,8.0,1,1,18.0,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,35,5,,,,1,5,30,TH,
831,831,831.0,18119.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,,
832,832,832.0,12082.0,un homme,TH,TH,,,1,,0,67.0,1,20.0,1,20.0,1,20.0,1,1,20.0,1,18.0,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,,,,1,5,2,TH,
833,833,833.0,14520.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,1,0,2,,disengaging_learner
834,834,834.0,11039.0,un homme,TH,TH,,,1,,0,91.0,1,18.0,1,20.0,1,18.0,1,1,20.0,1,17.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,35,5,,,,1,5,29,TH,
835,835,835.0,19127.0,un homme,TH,TH,,,1,,0,82.0,1,16.0,1,20.0,1,18.0,1,1,20.0,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,35,5,,,,1,5,30,TH,
836,836,836.0,16840.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,1,0,2,,disengaging_learner
837,837,837.0,13079.0,un homme,TH,TH,,,1,,0,78.0,1,19.0,1,20.0,1,17.33,1,1,20.0,1,20.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,35,5,,,,1,5,30,TH,
838,838,838.0,14266.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
839,839,839.0,17110.0,un homme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,1,0,2,TH,disengaging_learner
840,840,840.0,12682.0,un homme,TH,TH,,,1,60.0,1,,0,16.0,1,20.0,1,18.0,1,1,20.0,1,20.0,,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,5,,,,1,5,10,TH,completer
841,841,841.0,13453.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
842,842,842.0,12430.0,une femme,M,H&M,,,1,,0,,0,15.0,1,20.0,1,17.33,1,1,19.33,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,35,5,,,,1,5,29,I,disengaging_learner
843,843,843.0,1999.0,un homme,H,H&M,,,1,,0,79.0,1,14.0,1,16.0,1,20.0,1,1,20.0,1,20.0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,5,,,,1,5,3,I,
844,844,844.0,11123.0,un homme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,,,1,0,2,TH,disengaging_learner
845,845,845.0,15522.0,un homme,TH,TH,,,1,,0,,0,,0,,0,,0,0,,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,1,0,1,TH,disengaging_learner
846,846,846.0,15329.0,,,,,,1,,0,,0,6.0,1,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,1,0,,disengaging_learner
847,847,847.0,13414.0,,,,,,1,,0,,0,,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,,
848,848,848.0,7240.0,un homme,TH,TH,,,1,,0,65.0,1,14.0,1,18.0,1,14.0,1,1,20.0,1,20.0,,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,5,,,,1,5,28,TH,
849,849,849.0,15335.0,une femme,H,H&M,,,1,,0,,0,15.0,1,20.0,1,20.0,1,1,18.0,1,20.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,35,5,,,,1,5,29,I,disengaging_learner
850,850,850.0,9231.0,un homme,,,,,1,,0,,0,16.0,1,20.0,1,,0,0,,0,,,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,,,,1,2,5,,disengaging_learner
851,851,851.0,13540.0,un homme,H,H&M,,,1,,0,,0,17.0,1,20.0,1,,0,0,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,2,,,,1,2,16,I,disengaging_learner
852,852,852.0,16430.0,un homme,TH,TH,,,1,,0,,0,8.0,1,,0,,0,0,,0,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,1,1,6,TH,disengaging_learner
853,853,853.0,16137.0,,,,,,1,,0,,0,12.0,1,,0,,0,0,,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,1,1,1,,disengaging_learner
854,854,854.0,17978.0,un homme,TH,TH,,,1,,0,76.0,1,11.0,1,18.0,1,17.33,1,1,18.0,1,18.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,35,5,,,,1,5,29,TH,
